Navn;Land;Rang;Position;Pris;Markedsværdi (EUR);Værdi-indeks;Popularitet;Ude af spil;Program R1-3;Runde 1;Runde 2;Runde 3;Runde 4;Runde 5;Runde 6;Runde 7;Runde 8
Nicolas Pepe;Elfenbenskysten;12;Angreb;2500000;6000000;2.4;0.0009206561767659859;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Simon Adingra;Elfenbenskysten;12;Angreb;2500000;22000000;8.8;0.00040918052300710484;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Benie Traore;Elfenbenskysten;12;Angreb;2500000;8000000;3.2;0;Ja;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Oumar Diakite;Elfenbenskysten;12;Angreb;2500000;5000000;2.0;5.579734404642339e-05;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Endrick;Brasilien;6;Angreb;2500000;40000000;16.0;0.032362459546925564;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Martin Boyle;Australien;37;Angreb;2500000;800000;0.32;0;Ja;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Deni Juric;Australien;37;Angreb;2500000;500000;0.2;0;Ja;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Nishan Velupillay;Australien;37;Angreb;2500000;650000;0.26;6.509690138749396e-05;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Jose Manuel Lopez;Argentina;8;Angreb;2500000;25000000;10.0;0.001004352192835621;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Amin Chiakha;Algeriet;23;Angreb;2500000;550000;0.22;4.6497786705352825e-05;Ja;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Anis Hadj Moussa;Algeriet;23;Angreb;2500000;23000000;9.2;0.00014879291745712903;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Adil Boulbina;Algeriet;23;Angreb;2500000;3000000;1.2;8.369601606963509e-05;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Williot Swedberg;Sverige;14;Angreb;2500000;20000000;8.0;0;Ja;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Brian Brobbey;Holland;7;Angreb;2500000;30000000;12.0;0.0017576163374623368;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Maximilian Beier;Tyskland;4;Angreb;2500000;40000000;16.0;0.0017483167801212662;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Petar Musa;Kroatien;16;Angreb;2500000;12000000;4.8;0.00028828627757318754;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Igor Matanovic;Kroatien;16;Angreb;2500000;22000000;8.8;0.00026038760554997583;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Sasa Kalajdzic;Østrig;24;Angreb;2500000;4000000;1.6;0.00026038760554997583;Nej;2.0;Jordan 17/6;Argentina 22/6;Algeriet 28/6;;;;;
Yunus Akgün;Tyrkiet;15;Angreb;2500000;18000000;7.2;0.0003440836216196109;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Deniz Gül;Tyrkiet;15;Angreb;2500000;5000000;2.0;0.0014414313878659377;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Goncalo Guedes;Portugal;5;Angreb;2500000;6000000;2.4;0.001348435814455232;Nej;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Mojmir Chytil;Tjekkiet;27;Angreb;2500000;4000000;1.6;0.00011159468809284678;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Jan Kuchta;Tjekkiet;27;Angreb;2500000;2700000;1.08;0.000213889818844623;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Adam Hlozek;Tjekkiet;27;Angreb;2500000;10000000;4.0;0.0008648588327195625;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Joel Monteiro;Schweiz;18;Angreb;2500000;7000000;2.8;0;Ja;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Eray Cömert;Schweiz;18;Forsvar;2000000;2500000;1.25;0.0014879291745712904;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Becir Omeragic;Schweiz;18;Forsvar;2000000;5000000;2.5;0;Ja;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Cedric Zesiger;Schweiz;18;Forsvar;2000000;4000000;2.0;0;Ja;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Luca Jaquez;Schweiz;18;Forsvar;2000000;10000000;5.0;0.0011996428969981029;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Isaac Schmidt;Schweiz;18;Forsvar;2000000;2200000;1.1;0;Ja;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Adrian Bajrami;Schweiz;18;Forsvar;2000000;1500000;0.75;0;Ja;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Lucas Blondel;Schweiz;18;Forsvar;2000000;2200000;1.1;0;Ja;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Stepan Chaloupek;Tjekkiet;27;Forsvar;2000000;10000000;5.0;0.0010973477662463266;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
David Jurasek;Tjekkiet;27;Forsvar;2000000;5000000;2.5;0.0018041141241676897;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
David Zima;Tjekkiet;27;Forsvar;2000000;7000000;3.5;0.0006230703418517279;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Tomas Holes;Tjekkiet;27;Forsvar;2000000;1000000;0.5;0.0016832198787337723;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Mustafa Eskihellac;Tyrkiet;15;Forsvar;2000000;1300000;0.65;0;Ja;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Evren Eren Elmali;Tyrkiet;15;Forsvar;2000000;5000000;2.5;0.0015158278465945022;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Marco Friedl;Østrig;24;Forsvar;2000000;10000000;5.0;0.0012368411263623852;Nej;2.0;Jordan 17/6;Argentina 22/6;Algeriet 28/6;;;;;
Leopold Querfeld;Østrig;24;Forsvar;2000000;5000000;2.5;0;Ja;2.0;Jordan 17/6;Argentina 22/6;Algeriet 28/6;;;;;
Luka Vuskovic;Kroatien;16;Forsvar;2000000;60000000;30.0;0.015232674924673586;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Ivan Smolcic;Kroatien;16;Forsvar;2000000;2000000;1.0;9.299557341070565e-06;Ja;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Eric Smith;Sverige;14;Forsvar;2000000;5000000;2.5;0.0009206561767659859;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Hjalmar Ekdal;Sverige;14;Forsvar;2000000;5000000;2.5;0.001069449094223115;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Victor Eriksson;Sverige;14;Forsvar;2000000;2000000;1.0;0;Ja;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Achref Abada;Algeriet;23;Forsvar;2000000;1000000;0.5;0.0009392552914481271;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Sohaib Nair;Algeriet;23;Forsvar;2000000;300000;0.15;0;Ja;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Mohamed Amine Tougai;Algeriet;23;Forsvar;2000000;1300000;0.65;0.00011159468809284678;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Elliot Stroud;Sverige;14;Forsvar;2000000;5000000;2.5;0.0012740393557266673;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Samir Chergui;Algeriet;23;Forsvar;2000000;3000000;1.5;0.00013949336011605847;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Mehdi Dorval;Algeriet;23;Forsvar;2000000;2500000;1.25;0;Ja;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Lucas Herrington;Australien;37;Forsvar;2000000;4500000;2.25;0.00026968716289104636;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Kai Trewin;Australien;37;Forsvar;2000000;1800000;0.9;0.00016739203213927018;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Jacob Italiano;Australien;37;Forsvar;2000000;600000;0.3;0.000362682736301752;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Callum Elder;Australien;37;Forsvar;2000000;500000;0.25;0;Ja;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Clement Akpa;Elfenbenskysten;12;Forsvar;2000000;2000000;1.0;0;Ja;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Christopher Operi;Elfenbenskysten;12;Forsvar;2000000;4000000;2.0;0.0007625637019677864;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Patric Pfeiffer;Ghana;25;Forsvar;2000000;2000000;1.0;9.299557341070565e-06;Ja;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Kojo Peprah Oppong;Ghana;25;Forsvar;2000000;10000000;5.0;0.000213889818844623;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Derrick Köhn;Ghana;25;Forsvar;2000000;6000000;3.0;0;Ja;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Derrick Luckassen;Ghana;25;Forsvar;2000000;1000000;0.5;0.00017669158948034074;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Abdul Mumin;Ghana;25;Forsvar;2000000;3000000;1.5;0.004026708328683555;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Marvin Senaya;Ghana;25;Forsvar;2000000;3000000;1.5;0.0003440836216196109;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Yuto Nagatomo;Japan;21;Forsvar;2000000;100000;0.05;0.0022225942045158652;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Ko Itakura;Japan;21;Forsvar;2000000;8000000;4.0;0.002817765874344381;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Takehiro Tomiyasu;Japan;21;Forsvar;2000000;5000000;2.5;0.0034966335602425323;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Tomoya Ando;Japan;21;Forsvar;2000000;350000;0.17;9.299557341070565e-06;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Henry Mochizuki;Japan;21;Forsvar;2000000;450000;0.23;0;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Daiki Hashioka;Japan;21;Forsvar;2000000;2000000;1.0;0;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Han-beom Lee;Sydkorea;33;Forsvar;2000000;3000000;1.5;0.005012461406837035;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Tae-Hyeon Kim;Sydkorea;33;Forsvar;2000000;1200000;0.6;0.0006788676858981512;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Ju-sung Kim;Sydkorea;33;Forsvar;2000000;850000;0.42;0;Ja;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Gi-hyuk Lee;Sydkorea;33;Forsvar;2000000;800000;0.4;0.0008927575047427743;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Wi-je Cho;Sydkorea;33;Forsvar;2000000;550000;0.28;0.0009485548487891977;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Jesus Angulo;Mexico;26;Forsvar;2000000;6000000;3.0;2.7898672023211696e-05;Ja;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Richard Ledezma;Mexico;26;Forsvar;2000000;6000000;3.0;3.719822936428226e-05;Ja;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Finn Surman;New Zealand;43;Forsvar;2000000;1800000;0.9;0.00024178849086783468;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Michael Boxall;New Zealand;43;Forsvar;2000000;150000;0.07;0.00013949336011605847;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Lukas Kelly-Heald;New Zealand;43;Forsvar;2000000;275000;0.14;0;Ja;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
James McGarry;New Zealand;43;Forsvar;2000000;300000;0.15;0;Ja;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Callan Elliot;New Zealand;43;Forsvar;2000000;450000;0.23;0.000427779637689246;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Tommy Smith;New Zealand;43;Forsvar;2000000;50000;0.03;0.00046497786705352825;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Bill Tuiloma;New Zealand;43;Forsvar;2000000;500000;0.25;0;Ja;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Nando Pijnaker;New Zealand;43;Forsvar;2000000;400000;0.2;9.299557341070565e-05;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Jose Canale;Paraguay;30;Forsvar;2000000;2200000;1.1;0.0003161849495963992;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Blas Riveros;Paraguay;30;Forsvar;2000000;800000;0.4;6.509690138749396e-05;Ja;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Alexandro Maidana;Paraguay;30;Forsvar;2000000;2500000;1.25;0.0011252464382695384;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Alexis Duarte;Paraguay;30;Forsvar;2000000;3000000;1.5;0.000213889818844623;Ja;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Gonzalo Agustin Sandez;Paraguay;30;Forsvar;2000000;1500000;0.75;0;Ja;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Ime Okon;Sydafrika;40;Forsvar;2000000;2000000;1.0;0.00017669158948034074;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Khulumani Ndamane;Sydafrika;40;Forsvar;2000000;1200000;0.6;0.00017669158948034074;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Samukele Kabini;Sydafrika;40;Forsvar;2000000;2500000;1.25;0.00022318937618569356;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Olwethu Makhanya;Sydafrika;40;Forsvar;2000000;2000000;1.0;7.439645872856452e-05;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Bradley Cross;Sydafrika;40;Forsvar;2000000;1000000;0.5;0.0005486738831231633;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Kamogelo Sebelebele;Sydafrika;40;Forsvar;2000000;1200000;0.6;0.00020459026150355242;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Thabang Matuludi;Sydafrika;40;Forsvar;2000000;1200000;0.6;0.00040918052300710484;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Mark McKenzie;USA;17;Forsvar;2000000;7000000;3.5;0.0010601495368820445;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Miles Robinson;USA;17;Forsvar;2000000;3500000;1.75;0.002269091991221218;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Antonee Robinson;USA;17;Forsvar;2000000;22000000;11.0;0.14503589629133654;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Jackson Porozo;Ecuador;20;Forsvar;2000000;2500000;1.25;0.0008369601606963508;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Nidal Celik;Bosnien-Hercegovina;31;Forsvar;2000000;7000000;3.5;0.0003719822936428226;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Hossein Abarghouei;Iran;44;Forsvar;2000000;275000;0.14;0;Ja;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Abolfazl Jalali;Iran;44;Forsvar;2000000;700000;0.35;0;Ja;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Ehsan Hajsafi;Iran;44;Forsvar;2000000;250000;0.12;0.0003533831789606815;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Daniyal Eiri;Iran;44;Forsvar;2000000;1000000;0.5;0.00013019380277498792;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Arya Yousefi;Iran;44;Forsvar;2000000;1500000;0.75;0.002901461890414016;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Nathan Ngoy;Belgien;9;Forsvar;2000000;25000000;12.5;0.06535728899304392;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Frans Dhia Putros;Irak;46;Forsvar;2000000;325000;0.16;0.00029758583491425807;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Rebin Sulaka;Irak;46;Forsvar;2000000;100000;0.05;7.439645872856452e-05;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Ahmed Hasan Maknzi;Irak;46;Forsvar;2000000;450000;0.23;0;Ja;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Akam Hashem;Irak;46;Forsvar;2000000;700000;0.35;0.00040918052300710484;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Manaf Younis;Irak;46;Forsvar;2000000;300000;0.15;5.579734404642339e-05;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Roderick Miller;Panama;42;Forsvar;2000000;175000;0.09;0.00010229513075177621;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Mustafa Saadoon;Irak;46;Forsvar;2000000;350000;0.17;3.719822936428226e-05;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Ahmed Yahya;Irak;46;Forsvar;2000000;350000;0.17;0.00040918052300710484;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Jiovany Ramos;Panama;42;Forsvar;2000000;450000;0.23;0.00013019380277498792;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Edgardo Farina;Panama;42;Forsvar;2000000;900000;0.45;0.00013019380277498792;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Martin Krug;Panama;42;Forsvar;2000000;50000;0.03;0;Ja;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Khaled Sobhi;Egypten;34;Forsvar;2000000;250000;0.12;0;Ja;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Karim Hafez;Egypten;34;Forsvar;2000000;700000;0.35;0.00022318937618569356;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Redouane Halhal;Marokko;11;Forsvar;2000000;5000000;2.5;0.0007439645872856452;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Ahmed Nabil Kouka;Egypten;34;Forsvar;2000000;800000;0.4;2.7898672023211696e-05;Ja;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Tarek Alaa;Egypten;34;Forsvar;2000000;250000;0.12;0.0003719822936428226;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Zakaria El Ouahdi;Marokko;11;Forsvar;2000000;17000000;8.5;0.0025573782687944055;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Chadi Riad;Marokko;11;Forsvar;2000000;15000000;7.5;0.003896514525908567;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Souffian El Karouani;Marokko;11;Forsvar;2000000;5000000;2.5;0;Ja;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Youssef Belammari;Marokko;11;Forsvar;2000000;1200000;0.6;0.0015995238626641372;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Ilay Camara;Senegal;13;Forsvar;2000000;3000000;1.5;0;Ja;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Youssouf Sabaly;Senegal;13;Forsvar;2000000;1200000;0.6;0;Ja;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Pape Abou Cisse;Senegal;13;Forsvar;2000000;300000;0.15;0;Ja;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Abdou Diallo;Senegal;13;Forsvar;2000000;6000000;3.0;0;Ja;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Raed Chikhaoui;Tunesien;35;Forsvar;2000000;600000;0.3;0.00010229513075177621;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Adem Arous;Tunesien;35;Forsvar;2000000;4000000;2.0;0.0005021760964178105;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Ghaith Zaalouni;Tunesien;35;Forsvar;2000000;800000;0.4;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Moustapha Mbow;Senegal;13;Forsvar;2000000;1000000;0.5;9.299557341070565e-06;Ja;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Omar Rekik;Tunesien;35;Forsvar;2000000;500000;0.25;0.00016739203213927018;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Ali Maaloul;Tunesien;35;Forsvar;2000000;500000;0.25;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Alaa Ghram;Tunesien;35;Forsvar;2000000;1500000;0.75;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Moutaz Neffati;Tunesien;35;Forsvar;2000000;1200000;0.6;0.0001859911468214113;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Moteb Al-Harbi;Saudi-Arabien;41;Forsvar;2000000;1400000;0.7;6.509690138749396e-05;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Mohammed Sulaiman;Saudi-Arabien;41;Forsvar;2000000;50000;0.03;0;Ja;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Jehad Thakri;Saudi-Arabien;41;Forsvar;2000000;1200000;0.6;0.00013019380277498792;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Hassan Al Tambakti;Saudi-Arabien;41;Forsvar;2000000;1800000;0.9;0.00010229513075177621;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Ali Lajami;Saudi-Arabien;41;Forsvar;2000000;750000;0.38;0.00011159468809284678;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Hassan Kadesh;Saudi-Arabien;41;Forsvar;2000000;275000;0.14;6.509690138749396e-05;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Al-Hashmi Al-Hussain;Qatar;47;Forsvar;2000000;250000;0.12;0.0003161849495963992;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Seydinaissa Laye;Qatar;47;Forsvar;2000000;;;0.00013019380277498792;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Ross McCrorie;Skotland;29;Forsvar;2000000;3000000;1.5;0;Ja;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Jack Hendry;Skotland;29;Forsvar;2000000;2500000;1.25;0.0019715061563069596;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Nathan Patterson;Skotland;29;Forsvar;2000000;10000000;5.0;0.0011624446676338207;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Ralph Priso;Canada;28;Forsvar;2000000;800000;0.4;0;Ja;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Dominic Hyam;Skotland;29;Forsvar;2000000;2000000;1.0;0.0010322508648588327;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Alfie Jones;Canada;28;Forsvar;2000000;6000000;3.0;0.0019901052709891008;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Jahkeele Rutty;Canada;28;Forsvar;2000000;1500000;0.75;2.7898672023211696e-05;Ja;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Luc De Fougerolles;Canada;28;Forsvar;2000000;1000000;0.5;0.011763940036454265;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Behruzjon Karimov;Usbekistan;36;Forsvar;2000000;350000;0.17;0.00017669158948034074;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Avazbek Ulmasaliyev;Usbekistan;36;Forsvar;2000000;500000;0.25;9.299557341070565e-05;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Mukhammadrasul Abdumazhidov;Usbekistan;36;Forsvar;2000000;600000;0.3;0;Ja;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Abdulla Abdullaev;Usbekistan;36;Forsvar;2000000;500000;0.25;0.001134545995610609;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Dilshod Komilov;Usbekistan;36;Forsvar;2000000;250000;0.12;1.859911468214113e-05;Ja;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Anas Badawi;Jordan;48;Forsvar;2000000;200000;0.1;0.00019529070416248186;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Husam Abu Dahab;Jordan;48;Forsvar;2000000;350000;0.17;0.00010229513075177621;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Saed Al-Rosan;Jordan;48;Forsvar;2000000;450000;0.23;0.00017669158948034074;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Yousef Abu Al-Jazar;Jordan;48;Forsvar;2000000;200000;0.1;5.579734404642339e-05;Ja;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
